id,descripcion,hashtags,categoria,categoria_generadora,categoria_secundaria,es_ambiguo,tipo_post,nivel_ruido,etiqueta_ruidosa,entidades
1177,xd Quevedo: festival con demasiada gente y no pido mas,,musica,musica,,False,short,bajo,False,Quevedo
1178,arroz en Gran Canaria. bro esto esta increible,#Life #Gym #Partido,deporte,deporte,,False,micro,bajo,False,
1179,no se como explicar esto pero xbox!!!,#chill,videojuegos,videojuegos,,False,micro,bajo,False,Xbox
1180,,#CarLife,coches,coches,viajes,True,medium,bajo,False,
1181,"peaje, lluvia y vistas brutales desde el coche camino a Burgos. No encaja perfecto en una sola categoria, porque mezcla viajes, coches y un poco de vida real. top literal...",#Destino #Ruta #Travel,viajes,viajes,coches,True,long,alto,False,
1182,"JAJA vibe de hoy: vuelo temprano con Quevedo en bucle y cafe malo, con una playlist random de fondo no pido mas",#life #temazo #live #aventura,musica,musica,viajes,True,medium,medio,False,Quevedo
1183,"altavoz pequeño haciendo milagros cerca de Tenerife. sin planear demasiado, Aitana de fondo y bro esto esta increible",#Live,musica,musica,,False,medium,bajo,False,Tenerife | Aitana
1184,"vibe de hoy: modo carrera en Valorant mientras suena Bad Bunny de fondo, en modo desconectar asi si me renta 🏁",#concierto,videojuegos,videojuegos,musica,True,medium,bajo,False,Bad Bunny | Valorant
1185,qAJj5KOCzgcp1WtbEaQ1v7SHa34IlrwCgM5DcAifTXkVs1qaNXgj7UMHm7C8WdGJkVvKqrC2yTH,#Lunes,cocina,cocina,,False,outlier,alto,False,
1186,"GTA aparecio en el plan: mision secundaria mas interesante que la principal, despues de una semana eterna, mando incluido ☀️",#PlayStation,videojuegos,videojuegos,,False,medium,bajo,False,PlayStation | GTA
1187,domingo raro y siesta compartida despues de comer en Alicante con mochila; con ganas de repetir y asi si,#Mascotas#CatLife,animales,animales,,False,medium,bajo,False,
1188,,#Lunes #Travel,viajes,viajes,,False,short,alto,False,
1189,si esto no es felicidad entonces nada perdido por Londres xd,#turismo #live,musica,musica,viajes,True,short,bajo,False,
1190,,,deporte,deporte,,False,outlier,alto,False,
1191,,#Tapas#Foodie#Top,cocina,cocina,,False,short,medio,False,
1192,"cena improvisada con lo que habia, no pido mas",#Cafe,cocina,cocina,,False,micro,medio,False,
1193,mini update: perdido por Bilbao siguiendo una cancion de Quevedo muy de hoy,#Turismo #Destino,musica,viajes,musica,True,micro,bajo,True,Quevedo
1194,"twitch y pizza, no pido mas",#setup#gaming,videojuegos,videojuegos,,False,micro,bajo,False,Twitch
1195,"modo chill comida sencilla despues del gimnasio en Malaga; habia mochila, algo de prisa y Betis saliendo en la conversacion. en plan tranquilo, bsatante real todo 😂",,deporte,deporte,,False,long,alto,False,Betis
1196,mochila en londres. top,#viajes,viajes,viajes,,False,micro,medio,False,
1197,"ferrari aparecio en el plan: ruta corta por careteras secundarias, mientras cae la tarde, cafe incluido 💀",#Memes #Drive #Life,coches,coches,,False,medium,medio,False,Ferrari
1198,"bro nadie me preparo para tren a Maspalomas, auriculares puestos y playlist eterna. No encaja perfecto en una sola categoria, porque mezcla musica, viajes y un poco de vida real. asi si 🔥",#Musica #Viajes #RoadTrip #Festival,musica,musica,viajes,True,long,medio,False,Maspalomas
1199,Valorant: modo carrera mientras suena musica de fondo y muy de hoy!!!,#setup,videojuegos,videojuegos,,False,short,bajo,False,Valorant
1200,"tortilla aparecio en el plan: mesa compartida despues de caminar, con gente buena, cafe incluido",,cocina,cocina,,False,medium,bajo,False,tortilla
1201,"despues de mil vueltas, hotel que acepta mascotas y paseo eterno por Paris, despues de una seana eterna god!!!",,viajes,viajes,animales,True,medium,bajo,False,Paris
1202,caminata eterna por el centro en Madrid con mapa,,viajes,viajes,,False,short,medio,False,Madrid
1203,"mini update: running suave mientras suena bizarrap, plan raro pero funciona muy de hoy 🎮 xd",,videojuegos,musica,deporte,True,short,medio,True,Bizarrap
1204,,,viajes,viajes,,False,outlier,alto,False,
1205,"domingo raro y jugando al FIFA escuchando Anuel hasta que se fue el lag, mientras cae la tarde god",#urbano,musica,musica,videojuegos,True,medium,bajo,False,Anuel | FIFA
1206,,#urbano #futbol #concierto,musica,musica,deporte,True,micro,medio,False,
1207,barrio nuevo descubierto por accidente en Amsterdam con auriculares; tambien toalla tirada en cualquier sitio,,viajes,viajes,playa,True,short,medio,False,Amsterdam
1208,"barrio nuevo descubierto por accidente cerca de Gran Canaria. entre risas y cero cobertura, Berlin de fondo y no pido mas",#roadtrip,viajes,viajes,,False,medium,bajo,False,Berlin
1209,plan improvisado: directo de noche con chat imposible 🎮...,#FIFA#Update,videojuegos,videojuegos,,False,short,medio,False,FIFA
1210,caminata eterna por el centro en Ciudad con mochila y bueno...,#Wanderlust #Escapada,viajes,viajes,,False,short,bajo,False,
1211,no se como explicar esto pero Fortnite,#SinFiltros #GG,videojuegos,videojuegos,,False,micro,bajo,False,Fortnite
1212,"no se como explicar esto pero ruta pet friendly con parada para cafe, que locura; tambien barrio nuevo descubierto por accidente xd ✨",#Viajes #DogLife #Aventura,animales,animales,viajes,True,short,medio,False,
1213,Benidorm: baño rapido antes de comer y me renta demasiado,#Atardecer,playa,playa,,False,short,bajo,False,Benidorm
1214,"despues de mil vueltas, sol flojo pero planazo en Sevilla con mochila; con una playlist random de fondo y",#Mood#Playa#Relax,playa,playa,,False,medium,medio,False,
1215,"despues de mil vueltas, partido del Betis con musica a tope antes de salir, porque a veces sale bien sin pensarlo que locura estoy living jajaja",,musica,musica,deporte,True,medium,bajo,False,Betis
1216,pan en nueva york. top,#yummy #foodie,cocina,cocina,,False,micro,medio,False,
1217,"plan improvisado: tarde de playa con Bad Bunny sonando en un altavoz pequeño, con gente buena top me renta",#mood#urbano,playa,playa,musica,True,medium,bajo,False,Bad Bunny
1218,"domingo raro y taper para mañana si sobrevive, y bueno",,cocina,cocina,,False,short,bajo,False,
1219,"Amsterdam aparecio en el plan: tren perdido por mirar el movil, despues de una semana eterna, billete incluido modo chill 🕹️",#escapada #viajes,viajes,viajes,,False,medium,bajo,False,Amsterdam
1220,si esto no es felicidad entonces nada viaje de finde para ver atardecer junto al mar en Seevilla literalmente obsesionado,,viajes,viajes,playa,True,micro,medio,False,
1221,"despues de mil vueltas, JAJA jajaja",#Top #Musica,musica,musica,,False,medium,bajo,False,
1222,"hoy tocaba vacaciones con musica, playa y maleta medio rota en nueva york, en plan tranquilo ns q decir jaja en bucle 🍣",#FYP,playa,playa,viajes,True,medium,medio,False,
1223,"championns y botella, muy de hoy 🏋️",#gymbro#partido,deporte,deporte,,False,micro,alto,False,
1224,"BMW y llaves, random pero necesario",#Planazo,coches,coches,,False,micro,bajo,False,BMW
1225,"literalmente noche de mando, Discord y tema nuevo de Quevedo, sin filtros y con prisa literalmente obsesionado",,videojuegos,videojuegos,musica,True,medium,bajo,False,Quevedo
1226,foto borrosa pero momento perfecto en maspalomas con coche ✈️,,viajes,animales,,False,short,alto,True,Maspalomas
1227,"boss facil hasta que deja de serlo cerca de Tarifa. sin planear demasiado, Minecraft de fondo y no pido mas",,videojuegos,videojuegos,,False,medium,bajo,False,Minecraft | Tarifa
1228,coche en valladolid. muy de hoy que fantasía,#aesthetic,playa,playa,,False,micro,bajo,False,
1229,no se como explicar esto pero boss facil hasta que deja de serlo en Roma con mando; con ganas de repetir y random pero necesario full,#Gamer,videojuegos,videojuegos,,False,medium,bajo,False,Roma
1230,domingo raro y pala nuevva para el padel con el movil sin bateria,#Partido,deporte,deporte,,False,short,alto,False,
1231,Kiwoko: perro mirando la comida con demasiada fe y asi si 🔥 xd,,animales,animales,,False,short,bajo,False,Kiwoko
1232,"xd domingo raro y vacaciones con musica, playa y maleta medio rota en Valencia god",,playa,playa,viajes,True,short,medio,False,
1233,domingo raro y tarde de costa literalmente obsesionado,,playa,playa,animales,True,micro,bajo,False,
1234,hoy tocaba escapada express con maleta y bueno xd,#Spotify#Aesthetic#Aventura,viajes,viajes,musica,True,medium,alto,False,Spotify
1235,"no se como explicar esto pero ranked con lag justo al final, random pero necesario 🏋️",#Gaming,musica,videojuegos,,False,short,medio,True,
1236,"literalmente entreno con Bad Bunny en los auriculares y cero energia al final, con gente buena top ✨",#Futbol,deporte,deporte,musica,True,medium,bajo,False,Bad Bunny
1237,domingo raro y probando ramen en Tenerife despues de caminar sin rumbo literalmente obsesionado,,cocina,cocina,viajes,True,short,bajo,False,Tenerife | ramen
1238,"literal taper de arroz, entreno tarde y cero glamour, con una playlist random de fondo top",,deporte,deporte,cocina,True,medium,alto,False,
1239,no se como explicar esto pero road trip en Toyota Supra por Tokkio con paradas random y playlist alta que locura,,viajes,viajes,coches,True,micro,medio,False,Toyota Supra
1240,"xd literalmente ruta larga con el BMW, maleta atras y cero ganas de llegar. No encaja perfecto en una sola categoria, porque mezcla coches, viajes y un poco de vida real. top",#drive #roadtrip #turismo,coches,coches,viajes,True,long,bajo,False,BMW
1241,"hoy tocaba escapada a Madrid con bano rapido, hotel lejos y caminata por la costa, sin filtros y con prisa me renta demasiado xd 🐶",,viajes,viajes,playa,True,medium,bajo,False,Madrid
1242,literalmente caminata eterna por el centro en amsterdam con auriculares; porque a veces sale bien sin pensarlo y god 🌊,#Trabajo,viajes,viajes,,False,medium,medio,False,Amsterdam
1243,"tarifa aparecio en el plan: paseo por la costa, con gente buena, coche incluido",#playa,playa,playa,,False,medium,bajo,False,Tarifa
1244,salsa rara que al final funciona en Paris con sarten 🚗,#tapas,cocina,cocina,,False,short,bajo,False,Paris
1245,airfryer salvando la noche en Sevilla con sarten ☀️,#Casero #Sabor,cocina,cocina,,False,short,medio,False,
1246,"guitarra desafinada y aun asi mood en madrid; habia entrada, algo de prisa y bad bunny saliendo en la conversacion. sin filtros y con prisa, bastante real todo",#Concierto#Musica,musica,musica,,False,long,bajo,False,Bad Bunny | Madrid
1247,plan improvisado: ruta corta por carreteras secundarias en Paris con neumaticos; con una playlist random de fondo y no pido mas 🏁,#garaje #roadtrip,coches,coches,,False,medium,medio,False,Paris
1248,"vibe de hoy: series de carrera con poca fe. Entre pollo, mensajes sin responder y Nike, el plan quedo raro pero no pido mas",#Workout,deporte,deporte,,False,long,bajo,False,Nike
1249,"mini update: al partido en BMW, aparcando lejos como siempre top 🐶",#CarLife #SinFiltros #Partido #Ruta,coches,coches,deporte,True,short,bajo,False,BMW
1250,literal paella: cena improvisada con lo que habia y no pido mas; tambien comida sencilla despues del gimnasio,#Partido #Sabor,cocina,cocina,deporte,True,short,bajo,False,paella
1251,"se tenia que decir despues de mil vueltas, bano rapido, toalla mojada y temazo de Bad Bunny ns q decir no se",#playa #planazo,musica,musica,playa,True,short,alto,False,Bad Bunny
1252,"hoy tocaba proteina, cafe y receta random antes de salir a correr que locura",#Futbol #Yummy,cocina,cocina,deporte,True,short,bajo,False,
1253,gato durmiendo encima del teclado en almería con premio,#CatLife,animales,animales,,False,short,bajo,False,
1254,"literalmente proteina, cafe y receta random antes de...",,deporte,deporte,cocina,True,short,medio,False,
1255,"vuelo temprano con cafe dudoso cerca de Baleares. en plan tranquilo, Lisboa de fondo y random pero necesario",#viajes #escapada,viajes,viajes,,False,medium,bajo,False,Lisboa
1256,xbox: mision secundaria mas interesante que la principal y ns q decir jaja random,#gaming,videojuegos,videojuegos,,False,short,medio,False,Xbox
1257,hoy tocaba restaurante pequeno encontrado de casualidad en Barcelona con cafe; con el movil sin bateria y asi si,#Casero #Vibes,cocina,cocina,,False,medium,medio,False,
1258,"hoy tocaba salsa rara que al final funciona, bro esto esta increible",#Life,cocina,cocina,,False,short,medio,False,
1259,ramen: cena improvisada con lo que habia y literalmente obsesionado 🌊,#life #yummy,cocina,cocina,,False,short,bajo,False,ramen
1260,hoy tocaba partido sufrido hasta el ultimo minuto xd,#running #gymbro,deporte,deporte,,False,short,bajo,False,
1261,"que fantasía cena improvisada con lo que habia, me renta demasiado 🕹️",#Tapas,cocina,cocina,,False,micro,bajo,False,
1262,"domingo raro y peaje, lluvia y vistas brutales desde el coche camino a Tarifa, mientras cae la tarde 🍣",,viajes,viajes,coches,True,medium,bajo,False,Tarifa
1263,vibe de hoy: tren perdido por mirar el movil con ganas de repetir xd,,viajes,viajes,,False,short,bajo,False,
1264,"paseo largo antes de volver a casa, top",#Paseo #Memes,animales,animales,,False,micro,bajo,False,
1265,se tenia que decir mini update: peaje bro esto esta increible 🚗,#escapada #motor,coches,coches,viajes,True,micro,medio,False,
1266,"hoy tocaba gym, playlist intensa y camiseta del barça, sin filtros y con prisa que locura xd",#gym #concierto #entreno #sinfiltros #live,deporte,deporte,musica,True,medium,bajo,False,Barça
1267,no se como explicar esto pero bano rapido random pero necesario,,musica,musica,playa,True,micro,bajo,False,
1268,,,playa,playa,,False,short,alto,False,
1269,si esto no es felicidad entonces nada series de carrera con poca fe despues de una semana eterna,#Gym,deporte,deporte,,False,short,medio,False,
1270,ruta corta por carreteras secundarias; luego en plan tranquilo y acabamos hablando de ferrari ☀️,#motor,coches,coches,,False,medium,alto,False,Ferrari
1271,parada tecnica en mitad del viaje en tokio con camara 😂,#drive #motor,coches,coches,,False,short,medio,False,Tokio
1272,arroz en Bilbao. que locura JAJA 😂,#Hoy #Casero #FYP,cocina,cocina,,False,micro,medio,False,
1273,no se como explicar esto pero cancion triste para un plan feliz en plan tranquilo,#temazo,musica,musica,,False,short,bajo,False,
1274,se tenia que decir ruta corta...,#Ruta#RoadTrip,coches,coches,viajes,True,short,alto,False,
1275,brisa salada y cero prisa en Salamanca con helado,,musica,playa,,False,short,medio,True,
1276,"despues de mil vueltas, viaje corto con el perro, maleta y demasiadas bolsas, porque a veces sale bien sin pensarlo random pero necesario",,viajes,viajes,animales,True,medium,bajo,False,
1277,"no se como explicar esto pero escapada express con maleta pequeña, literalmente obsesionado",#Destino #Aventura,viajes,viajes,,False,short,medio,False,
1278,"despues de mil vueltas, gato durmiendo encima del teclado con ganas de repetir 🎮",,animales,animales,,False,short,bajo,False,
1279,"despues de mil vueltas, paseo largo para despejar en gran canaria con pollo; sin filtros y con prisa y que locura!!!",#Random #Partido,deporte,deporte,,False,medium,medio,False,
1280,"despues de mil vueltas, receta vista en tiktok y cero medidas; luego con gente buena y acabamos hablando de dabiz muñoz literal",#Oferta#Casero#Life,cocina,cocina,,False,medium,alto,False,Dabiz Muñoz
1281,"parada tecnica en mitad del viaje, asi si!!!",#ruta,coches,coches,,False,short,bajo,False,
1282,"vibe de hoy: tarde de playa con Anuel sonando en un altavoz pequeño, con gente buena muy de hoy",#Musica #Relax,playa,musica,playa,True,medium,medio,True,Anuel
1283,"festival en barcelona con maleta pequena y cero sueno, con...",#escapada #turismo #urbano #temazo,viajes,viajes,musica,True,medium,medio,False,
1284,"domingo raro y tren a Navarra, auriculares puestos y playlist eterna, en modo desconectar no pido mas",#random #aventura,viajes,viajes,musica,True,medium,medio,False,
1285,"mini update: viaje de finde para ver atardecer junto al mar en Berlin, sin planear demasiado JAJA",#Costa#Life#Aventura,playa,playa,viajes,True,medium,alto,False,Berlin
1286,"despues de mil vueltas, gasolina carisima pero habia ganas; luego en modo desconectar y acabamos hablando de Porsche...",#Trabajo #CarLife,coches,coches,,False,medium,bajo,False,Porsche
1287,"despues de mil vueltas, atardecer en la costa y playlist de rosalia en bucle me renta demasiado 💀",#temazo,playa,playa,musica,True,short,alto,False,Rosalia
1288,"tren perdido por mirar el movil cerca de Cadiz. en plan tranquilo, Lisboa de fondo y literalmente obsesionado",#RoadTrip,viajes,viajes,,False,medium,bajo,False,Lisboa
1289,airfryer salvando la noche en Gran Canaria con cafe 🧳,,cocina,cocina,,False,short,bajo,False,
1290,modo chill literalmente viaje de finde para ver atardecer junto al mar en Madrid top xd,#costa #turismo #mood,viajes,viajes,playa,True,micro,alto,False,Madrid
1291,"Nike aparecio en el plan: partido sufrido hasta el ultimo minuto, entre risas y cero cobertura, mochila incluido",#Running,deporte,deporte,,False,medium,bajo,False,Nike
1292,"no puedo mas despues de mil vueltas, pala nueva para el padel en Sevilla con pollo; porque a veces sale bien sin pensarlo y top 🚗",#domingo,deporte,deporte,,False,medium,alto,False,
1293,plan improvisado: veterinario; tambien caminata eterna por el centro,#perros #turismo #fyp,animales,animales,viajes,True,micro,bajo,False,veterinario
1294,,,cocina,cocina,,False,micro,bajo,False,
1295,"Madrid aparecio en el plan: foto borrosa pero momento perfecto, despues de una semana eterna, coche incluido bro",#doglife,animales,animales,,False,medium,bajo,False,Madrid
1296,"foto borrosa pero momento perfecto cerca de Tarifa. en plan tranquilo, Nala de fondo y",#top #doglife,animales,animales,,False,medium,bajo,False,Tarifa | Nala
1297,"hoy tocaba mapa abierto y cero orientacion, top",#Domingo,viajes,viajes,,False,short,bajo,False,
1298,"si esto no es felicidad entonces nada salsa rara que al final funciona, god",#Update #Sabor #Casero,cocina,cocina,,False,short,medio,False,
1299,"taylor swift y guitarra, asi si; tambien baño rapido antes de comer 💀",#musica,musica,musica,playa,True,micro,bajo,False,Taylor Swift
1300,"nadie me preparo para modo carrera mientras suena musica de fondo. Entre mando, mensajes sin responder y Valorant, el plan quedo raro pero ns q JAJA",#fifa #domingo #gamer,videojuegos,videojuegos,,False,long,medio,False,Valorant | FIFA
1301,Twitch: setup medio ordenado para variar JAJA,#gta,videojuegos,videojuegos,,False,short,bajo,False,Twitch | GTA
1302,Champions: series de carrera con poca fe y top 💀,#Partido,deporte,deporte,,False,short,bajo,False,Champions
1303,"despeus de mil vueltas, viaje en coche por la costa, gps perdido y cafe de gasolinera me renta demasiado",,viajes,viajes,coches,True,short,medio,False,
1304,Llevar prueba alguna fácil gonzález. link en bio oferta top se tenia que decir,,viajes,viajes,,False,outlier,alto,False,
1305,"literalmente paseo largo para despejar, bro esto esta increible; tambien lavado rapido antes de salir 🎧 jajaja",#Garaje#Fitness,deporte,deporte,coches,True,short,medio,False,
1306,literalmente Spotify 🐱,#Pop,musica,musica,,False,micro,medio,False,Spotify
1307,"no puedo mas vibe de hoy: tarde de chiringuito, top 🕹️",,playa,playa,,False,short,medio,False,
1308,"domingo raro y paseo por la costa en Ibiza con altavoz. Primero parecia un plan normal, luego en plan tranquilo y acabamos diciendo que que locura",#Calas,playa,playa,,False,long,bajo,False,Ibiza
1309,Toby: foto borrosa pero momento perfecto y,#doglife,animales,animales,,False,short,medio,False,Toby
1310,no se como explicar esto pero Luna,#gatos,animales,animales,,False,micro,bajo,False,Luna
1311,"Fortnite aparecio en el plan: partida rapida que acabo en tres horas, entre risas y cero cobertura, mando incluido; tambien directo que suena mejor de lo esperado 🕹️",#live,musica,videojuegos,musica,True,medium,bajo,True,Fortnite
1312,"despues de mil vueltas, ranked con lag justo al final porque a veces sale bien sin pensarlo xd",,videojuegos,videojuegos,,False,short,alto,False,
1313,"xd pachanga desspues de clase cerca de Cuenca. en plan tranquilo, y bueno",#Running #Padel #Update,deporte,deporte,,False,medium,alto,False,
1314,estoy living cafe en Asturias...,#vibes #ruta,coches,coches,,False,micro,alto,False,
1315,"plan improvisado: viaje de finde para ver atardecer junto al mar en Ciudad. No encaja perfecto en una sola categoria, porque mezcla playa, viajes y un poco de vida real. random pero necesario ✈️",,playa,playa,viajes,True,long,bajo,False,
1316,domingo raro y partido del Betis con musica a tope antes de salir god!!!,#Running #Spotify,musica,musica,deporte,True,short,medio,False,Spotify | Betis
1317,directo que suena mejor de lo esperado en Cadiz con coche,#Temazo#Hoy,musica,musica,,False,short,bajo,False,
1318,Taylor Swift: tema en bucle desde por la mañana y literalmente obsesionado,#pop,musica,musica,,False,short,bajo,False,Taylor Swift
1319,no se como explicar esto pero toalla tirada en JAJA,#calas,playa,playa,,False,short,alto,False,
1320,no se como explicar esto pero paseo largo antes de volver a casa despues de una semana eterna,,animales,animales,,False,short,medio,False,
1321,"no se como explicar esto pero partido del Decathlon y cena improvisada en casa, porque a veces sale bien sin pensarlo god",,deporte,deporte,cocina,True,medium,bajo,False,Decathlon
1322,no puedo mas modo carrera mientras suena musica de fondo en plan tranquilo 🧳,#update #gaming,videojuegos,videojuegos,,False,short,medio,False,
1323,full hoy tocaba chiringuito lleno pero la musica estaba increible god!!!,#sinfiltros#playa,playa,playa,musica,True,short,alto,False,
1324,hoy tocaba cancion triste para un plan feliz en maspalomas con auriculares; con el movil...,#chill #pop,musica,musica,,False,medium,alto,False,Maspalomas
1325,"nadie me preparo para taper de arroz, entreno tarde y cero glamour random pero necesario",#gym,cocina,cocina,deporte,True,short,bajo,False,
1326,si esto no es felicidad entonces nada perro mirando la comida con demasiada fe en Londres con coche; en plan tranquilo y bro esto esta increible,#Hoy #Adopta,animales,animales,,False,medium,bajo,False,
1327,"ruta hasta el estadio con camiseta del Betis y lluvia, con el movil sin bateria bro esto esta increible xd",,deporte,deporte,coches,True,medium,bajo,False,Betis
1328,calas pequeñas sin cobertura en Tarifa con perro; tambien caminata eterna por el centro 🚗,,playa,playa,viajes,True,short,medio,False,Tarifa
1329,mini update: Formentera; tambien escapada express con maleta pequena,#travel #relax #sol,playa,playa,viajes,True,micro,medio,False,Formentera
1330,"literalmente mercado local, cafe raro y plato de sushi que salvo el dia, despues de una semana eterna que locura",#update #turismo,viajes,viajes,cocina,True,medium,bajo,False,sushi
1331,"Madrid y correa, bro esto esta increible 🐶",#CatLife,animales,animales,,False,micro,bajo,False,Madrid
1332,"me deperte pensando en esto: airfryer salvando la noche, que locura bro",#Random,cocina,cocina,,False,short,alto,False,
1333,CEGYv2yIEyt3cnKUR2SAOhkC0BAbqO1cSb0GsXwuifGtHY42M30PBr,,musica,musica,,False,outlier,alto,False,
1334,mini update: jugando al Valorant escuchando Quevedo hasta que se fue el lag ns q decir JAJA ☀️,#top,videojuegos,videojuegos,musica,True,micro,bajo,False,Valorant | Quevedo
1335,"literal despues de mil vueltas, taper de arroz, entreno tarde y cero glamour asi si",#Running #Cena #Casero,deporte,deporte,cocina,True,short,alto,False,
1336,xd plan improvisado: caminata eterna por el centro porque a veces sale bien sin pensarlo 🍜,#turismo,viajes,viajes,,False,short,medio,False,
1337,sushi: receta vista en tiktok y cero medidas y que locura; tambien mapa abierto y cero orientacion modo chill 🐱,,cocina,cocina,viajes,True,short,medio,False,sushi
1338,"despues de mil vueltas, road trip en bmw por londres con paradas random y playlist alta muy de hoy 🎮",#Drive,coches,coches,viajes,True,short,alto,False,BMW
1339,"que fantasía Quevedo aparecio en el plan: playlist para conducir sin hablar, porque a veces sale bien sin pensarlo, guitarra incluido; tambien comida sencilla despues del gimnasio jajaja",#Festival #Chill #Musica,musica,musica,deporte,True,medium,bajo,False,Quevedo
1340,full nadie me preparo para curvas suaves y bueno,#garaje #motor,coches,coches,,False,long,medio,False,
1341,me desperte pensando en esto: atardecer en la costa y playlist de Aitana en bucle no pido mas ✨ jajaja,#musica #relax #verano #life,playa,playa,musica,True,short,bajo,False,Aitana
1342,"si esto no es felicidad entonces nada tren a Bilbao, auriculares puestos y playlist eterna, sin filtros y con prisa bro esto no se",#roadtrip #festival,musica,musica,viajes,True,medium,medio,False,
1343,"domingo raro y baño rapido antes de comer, asi si bro",#relax,playa,playa,,False,short,bajo,False,
1344,Luna: gato durmiendo encima del teclado y god,#catlife,animales,animales,,False,short,medio,False,Luna
1345,"despues de mil vueltas, vacaciones con musica top",#Viajes #Atardecer #Wanderlust,viajes,viajes,playa,True,micro,medio,False,
1346,"me desperte pensando en esto: ruta larga con el Ferrari, maleta atras y cero ganas de llegar, con el movil sin bateria no pido mas jajaja",#carlife #roadtrip,coches,coches,viajes,True,medium,bajo,False,Ferrari
1347,"lavado rapido antes de salir, no pido mas",#garaje #update #racing,coches,coches,,False,short,medio,False,
1348,"cena improvisada con lo que habia cerca de ceuta. mientras cae la tarde, tacos de fondo y god full",#foodie,viajes,cocina,,False,medium,medio,True,tacos
1349,"Kiwoko aparecio en el plan: gato durmiendo encima del teclado, con una playlist random de fondo, playa incluido 🎮",,animales,animales,,False,medium,bajo,False,Kiwoko
1350,Santa tiene quién ministerio. link en bio oferta top que fantasía,#Oferta,animales,animales,,False,outlier,alto,False,
1351,plan improvisado: pala nueva para el padel en Cadiz con auriculares; con gente buena y top,#entreno,deporte,deporte,,False,medium,bajo,False,
1352,,#Hoy #DogLife #PetFriendly,viajes,animales,,False,micro,alto,True,
1353,me desperte pensando en esto: mision secunddaria mas interesante que la principal en modo desconectar 🎸 xd,#twitch #cafe,videojuegos,videojuegos,,False,short,medio,False,Twitch
1354,vibe de hoy: road trip sin ruta cerrada en Madrid con mochila; despues de una semana eterna y god,#RoadTrip #Escapada,viajes,viajes,,False,medium,bajo,False,Madrid
1355,me renta Formentera: paseo por la costa y ✈️,,playa,playa,,False,short,medio,False,Formentera
1356,baño rapido antes de comer con ganas de repetir; tambien cancion triste para un plan feliz,#playa,playa,playa,musica,True,short,medio,False,
1357,"escapada improvisada con correa, snacks y cero organizacion literalmente obsesionado 🕹️ jajaja",#Adopta #Escapada,viajes,viajes,animales,True,short,bajo,False,
1358,partida rapida que acabo en tres horas sin planear demasiado,#setup #mood,musica,videojuegos,,False,short,medio,True,
1359,vibe de hoy: escapada express con maleta pequeña en Tenerife con camara; con una playlist random de fondo y random pero necesario 🔥,#Travel,viajes,viajes,,False,medium,bajo,False,Tenerife
1360,"en bucle plan improvisado: modo carrera en playstation mientras suena spotify de fondo, mientras cae la tarde ns q decir jaja",#spotify#twitch,videojuegos,videojuegos,musica,True,medium,medio,False,PlayStation | Spotify | Twitch
1361,bro Spotify: concierto que empezo tarde pero valio la pena y god 🚗,#hoy #festival,musica,musica,,False,short,bajo,False,Spotify
1362,"despues de mil vueltas, viaje de finde para ver atardecer junto al mar en berlin bro esto esta increible 🚗 xd",#Sol #Aventura #Friends #Viajes #Relax,playa,playa,viajes,True,short,alto,False,Berlin
1363,"si esto no es felicidad entonces nada escapada improvisada con correa, snacks y cero organizacion bro esto esta increible",,viajes,viajes,animales,True,short,bajo,False,
1364,Dabiz Munoz: salsa rara que al JAJA jajaja,#Foodie #StudyTok #Receta #Random,cocina,cocina,,False,short,alto,False,
1365,"despues de mil vueltas, proteina, cafe y receta randoom antes de salir a correr random pero necesario",#casero,cocina,cocina,deporte,True,short,bajo,False,
1366,"plan improvisado: ruta por Bilbao buscando donde comer algo decente, entre risas y cero cobertura bro esto esta increible xd",#Receta#Casero#Turismo#RoadTrip,cocina,cocina,viajes,True,medium,medio,False,
1367,"JAJA vuelo temprano con cafe dudoso cerca de huelva. con el movil sin bateria, ibiza de fondo y me renta demasiado; tambien receta vista en tiktok y cero medidas",,viajes,viajes,cocina,True,medium,medio,False,Ibiza
1368,"atardecer en el paseo maritimo en maspalomas; habia sandalias, algo de prisa y benidorm saliendo en la conversacion. en plan tranquilo, bastante real todo ⚽...",,playa,playa,,False,long,bajo,False,Maspalomas | Benidorm
1369,"lavado rapido antes de salir, literalmente obseionado",#cafe #chill #roadtrip,coches,coches,,False,short,bajo,False,
1370,atardecer en el paseo maritimo en Madrid con mochila; tambien ruta pet friendly con parada para cafe,#DogLife #Atardecer,playa,playa,animales,True,short,bajo,False,Madrid
1371,"despues de mil vueltas, tren a valladolid, auriculares puestos y playlist eterna god",#concierto,musica,musica,viajes,True,short,bajo,False,
1372,no se como explicar esto pero pachanga despues de clase en barcelona con pollo; con el movil sin bateriia y que locura en bucle,#vibes,deporte,deporte,,False,medium,alto,False,
1373,"literalmente probando tacos en Tarifa despues de caminar sin rumbo, mientras cae la tarde top modo chill 🕹️",#Tapas #Wanderlust,cocina,cocina,viajes,True,medium,medio,False,Tarifa | tacos
1374,Adelante jamás capital sean alguien productos. link en bio oferta top literal,,viajes,viajes,,False,outlier,alto,False,
1375,"se tenia que decir parada tecnica en mitad del viaje en Valencia; habia neumaticos, algo de prisa y Audi saliendo en la conversacion. entre risas y cero cobertura, bastante real todo",,coches,coches,,False,long,bajo,False,Audi
